,Template,edit_site,change_H,change_C,change_S,Frequency
18444,[n:1]-[C:2]>>[n:1].C-c1:o:n:c(-c2:c:c:c(-F):c:c:2):c:1-C(=O)-c1:c:c(-C(=O)-N-C-[C:2]2-C-C-2):n(-C):c:1_1-2_00_00,"{'A': [], 'B': [(1, 2)], 'C': [], 'R': []}","{2: -2, 1: 1}","{2: 0, 1: 0}","{2: 0, 1: 0}",1
18445,[C:4]-[N:2]-[C:3]-[c:1]>>[c:1].C-C(-C)(-C)-S(=O)-[N:2]=[C:3].[C:4]-O-C-c1:c:c:c:c:c:1_1-100_0000_0000,"{'A': [], 'B': [(1, 3), (2, 4)], 'C': [], 'R': []}","{1: 1, 3: 0, 2: -1, 4: 0}","{1: 0, 3: 0, 2: 0, 4: 0}","{1: 0, 3: 0, 2: 0, 4: 0}",1
18446,[O:1]-[N:2]=[C:3]>>[O:1].[N:2].O=[C:3]_130_000_000,"{'A': [], 'B': [(1, 2), (2, 3)], 'C': [], 'R': []}","{2: 3, 1: 1, 3: 0}","{2: 0, 1: 0, 3: 0}","{2: 0, 1: 0, 3: 0}",1
18447,[P:1]-[c:2]>>[P:1].Br-C-[c:2]_00_-10_00,"{'A': [], 'B': [(1, 2)], 'C': [], 'R': []}","{2: 0, 1: 0}","{2: 0, 1: -1}","{2: 0, 1: 0}",1
18448,[N:2]-[C:3]=[O:1]>>[O:1].[N:2].O-[C:3]=O_220_010_000,"{'A': [], 'B': [(1, 3), (2, 3)], 'C': [], 'R': []}","{3: 0, 1: 2, 2: 2}","{3: 0, 1: 0, 2: 1}","{3: 0, 1: 0, 2: 0}",1
18449,[O:1]>>O=C(-[O:1])-O-c1:c:c:c:c:c:1_-1_0_0,"{'A': [1], 'B': [], 'C': [], 'R': []}",{1: -1},{1: 0},{1: 0},1
18450,[O:3]=[S:2](-[O:4])-[c:1]>>[c:1].N-[S:2](-[O:3])=[O:4]_101-1_0000_0000,"{'A': [], 'B': [(1, 2)], 'C': [], 'R': []}","{1: 1, 2: 0, 3: 1, 4: -1}","{1: 0, 2: 0, 3: 0, 4: 0}","{1: 0, 2: 0, 3: 0, 4: 0}",1
18451,[C:4]-[C:3](-[N:1])=[O:2]>>[N:1].[O:2].C-C-N(-C-C)-C-[C:3].O-C(=O)-C-N-C(=O)-O-[C:4]_1230_0000_0000,"{'A': [], 'B': [(1, 3), (2, 3), (3, 4)], 'C': [], 'R': []}","{1: 1, 3: 3, 2: 2, 4: 0}","{1: 0, 3: 0, 2: 0, 4: 0}","{1: 0, 3: 0, 2: 0, 4: 0}",1
18452,[c:1]-[Cl:2]>>[c:1].O=C-C#C-c1:c:c:c:c(-[Cl:2]):c:1_10_00_00,"{'A': [], 'B': [(1, 2)], 'C': [], 'R': []}","{1: 1, 2: 0}","{1: 0, 2: 0}","{1: 0, 2: 0}",1
18453,[c:1]-[S:2]=[O:3]>>[c:1].O=[S:2](=O)-[O:3]_101_000_000,"{'A': [], 'B': [(1, 2)], 'C': [], 'R': []}","{3: 1, 2: 0, 1: 1}","{3: 0, 2: 0, 1: 0}","{3: 0, 2: 0, 1: 0}",1
18454,[O:1]=[C:2]-[N:3]>>C-N(-C)-C=[O:1].[C:2]#[N:3]_00-2_000_000,"{'A': [], 'B': [(1, 2)], 'C': [], 'R': []}","{2: 0, 3: -2, 1: 0}","{2: 0, 3: 0, 1: 0}","{2: 0, 3: 0, 1: 0}",1
18455,[c:1]-[C:2]>>[c:1].[C:2]-c1:c:c:n(-c2:c:c:c(-c3:c:c:c:c:c:3):c:c:2):c:1_10_00_00,"{'A': [], 'B': [(1, 2)], 'C': [], 'R': []}","{2: 0, 1: 1}","{2: 0, 1: 0}","{2: 0, 1: 0}",1
18456,[O:1]-[C:2]>>[O:1].C-O-P(=O)(-O-C)-O-[C:2]_10_00_00,"{'A': [], 'B': [(1, 2)], 'C': [], 'R': []}","{1: 1, 2: 0}","{1: 0, 2: 0}","{1: 0, 2: 0}",1
18457,[S:1]-[O:2]>>C-C(=O)-[S:1].C-S(=O)(=O)-[O:2]_00_00_00,"{'A': [], 'B': [(1, 2)], 'C': [], 'R': []}","{1: 0, 2: 0}","{1: 0, 2: 0}","{1: 0, 2: 0}",1
18458,[C:1]-[S:2]>>Br-[C:1].C-O-C(=O)-C-C-[S:2]_00_00_00,"{'A': [], 'B': [(1, 2)], 'C': [], 'R': []}","{2: 0, 1: 0}","{2: 0, 1: 0}","{2: 0, 1: 0}",2
18459,[N:1]-[C:3]=[O:2]>>C-C(-C)-[N:1].C-C-[O:2]-[C:3]=O_000_000_000,"{'A': [2], 'B': [(1, 3)], 'C': [], 'R': []}","{3: 0, 2: 0, 1: 0}","{3: 0, 2: 0, 1: 0}","{3: 0, 2: 0, 1: 0}",1
18460,[C:1]=[O:2]>>Cl-C(-Cl)=[C:1].O=[N+](-[O-])-[O:2]_01_00_00,"{'A': [], 'B': [(1, 2)], 'C': [], 'R': []}","{1: 0, 2: 1}","{1: 0, 2: 0}","{1: 0, 2: 0}",1
18461,[c:1]-[C:2]>>Cl-[c:1].C-C-C(-[C:2]-C)(-C(=O)-[O-])-C(=O)-[O-]_0-1_00_00,"{'A': [], 'B': [(1, 2)], 'C': [], 'R': []}","{2: -1, 1: 0}","{2: 0, 1: 0}","{2: 0, 1: 0}",2
18462,[C:1]=[C:2]>>O-[C:1].C-O-P(=O)(-[C:2])-O-C_11_00_00,"{'A': [], 'B': [(1, 2)], 'C': [], 'R': []}","{1: 1, 2: 1}","{1: 0, 2: 0}","{1: 0, 2: 0}",1
18463,[c:1]-[Cl:2]>>F-[c:1].O=C-c1:c:c:c:c(-[Cl:2]):c:1_00_00_00,"{'A': [], 'B': [(1, 2)], 'C': [], 'R': []}","{1: 0, 2: 0}","{1: 0, 2: 0}","{1: 0, 2: 0}",1
18464,[C:2]-[C:1]=[O:3]>>N#[C:1].C-[Si](-C)(-Cl)-[C:2].C1-C-C-[O:3]-C-1_000_000_000,"{'A': [], 'B': [(1, 2), (1, 3)], 'C': [], 'R': []}","{1: 0, 2: 0, 3: 0}","{1: 0, 2: 0, 3: 0}","{1: 0, 2: 0, 3: 0}",1
18465,[O:1].[C:2]-[C:3]>>[O:1].[C:2].Br-[C:3]-C(-C)(-C)-C_-11-1_-100_000,"{'A': [], 'B': [(2, 3)], 'C': [], 'R': [1]}","{2: 1, 3: -1, 1: -1}","{2: 0, 3: 0, 1: -1}","{2: 0, 3: 0, 1: 0}",1
18466,[c:1]-[C:3]=[C:2]>>Br-[c:1].N#[C:2]-[C:3]_0-22_000_000,"{'A': [2], 'B': [(1, 3)], 'C': [], 'R': []}","{1: 0, 3: 2, 2: -2}","{1: 0, 3: 0, 2: 0}","{1: 0, 3: 0, 2: 0}",1
18467,[c:1]-[c:2]>>O-B(-O)-[c:1].F-C(-F)(-F)-[c:2]_00_00_00,"{'A': [], 'B': [(1, 2)], 'C': [], 'R': []}","{2: 0, 1: 0}","{2: 0, 1: 0}","{2: 0, 1: 0}",1
18468,[c:2]-[C:3]-[n:1]>>[n:1].Br-[c:2].O=[C:3](-[O-])-[O-]_10-2_000_000,"{'A': [], 'B': [(1, 3), (2, 3)], 'C': [], 'R': []}","{3: -2, 1: 1, 2: 0}","{3: 0, 1: 0, 2: 0}","{3: 0, 1: 0, 2: 0}",1
18469,[S:4]-[C:2]-[C:3]-[c:1]>>[c:1].Br-[C:2]-[C:3]-[S:4]_1000_0000_0000,"{'A': [], 'B': [(2, 4), (1, 3)], 'C': [], 'R': []}","{2: 0, 3: 0, 1: 1, 4: 0}","{2: 0, 3: 0, 1: 0, 4: 0}","{2: 0, 3: 0, 1: 0, 4: 0}",1
18470,[c:1]-[N:2]>>F-[c:1].Cl-c1:c(-F):n:c(-F):c(-F):c:1-[N:2]_00_00_00,"{'A': [], 'B': [(1, 2)], 'C': [], 'R': []}","{1: 0, 2: 0}","{1: 0, 2: 0}","{1: 0, 2: 0}",1
18471,[C:1]=[O:2]>>C=C-[C:1].[O-]-[I+3](-[O-])(-[O-])-[O:2]_10_0-1_00,"{'A': [], 'B': [(1, 2)], 'C': [], 'R': []}","{1: 1, 2: 0}","{1: 0, 2: -1}","{1: 0, 2: 0}",1
18472,[C:1]-[C:3]=[O:2]>>O-S(=O)(=O)-[C:1].C-C(-C)(-C)-[O:2]-[C:3]=O_000_000_000,"{'A': [2], 'B': [(1, 3)], 'C': [], 'R': []}","{2: 0, 3: 0, 1: 0}","{2: 0, 3: 0, 1: 0}","{2: 0, 3: 0, 1: 0}",1
18473,[O:1]-[c:2]>>[O:1].N#C-c1:c:c(-C#N):c:c(-O-[c:2]):c:1_00_-10_00,"{'A': [], 'B': [(1, 2)], 'C': [], 'R': []}","{2: 0, 1: 0}","{2: 0, 1: -1}","{2: 0, 1: 0}",1
18474,[C:1]-[C:3]=[C:2]>>C-C-O-[C:1].C-C-O-[C:2](=O)-[C:3]_0-22_000_000,"{'A': [2], 'B': [(1, 3)], 'C': [], 'R': []}","{1: 0, 3: 2, 2: -2}","{1: 0, 3: 0, 2: 0}","{1: 0, 3: 0, 2: 0}",1
18475,[C:1]-[C:2]>>Cl-[C:1].C1-C-C-[C:2]-C-C-1_0-1_00_00,"{'A': [], 'B': [(1, 2)], 'C': [], 'R': []}","{2: -1, 1: 0}","{2: 0, 1: 0}","{2: 0, 1: 0}",1
18476,[c:1]-[C:2]=[C:3]>>Br-[c:1].C-C-C-C-[Sn](-C-C-C-C)(-C-C-C-C)-[C:2]-[C:3]_011_000_000,"{'A': [], 'B': [(1, 2)], 'C': [], 'R': []}","{1: 0, 2: 1, 3: 1}","{1: 0, 2: 0, 3: 0}","{1: 0, 2: 0, 3: 0}",1
18477,[N:1]-[C:2]>>[N:1].[C:2]-N-C1-C-C-N(-c2:n:c:c:s:2)-C-C-1_10_00_00,"{'A': [], 'B': [(1, 2)], 'C': [], 'R': []}","{2: 0, 1: 1}","{2: 0, 1: 0}","{2: 0, 1: 0}",1
18478,[C:1]-[C:2]=[C:3]-[O:4]>>N#C-[C:1].[C:2]-[C:3]=[O:4]_020-1_0000_0000,"{'A': [], 'B': [(1, 2)], 'C': [(3, 4), (4, 3)], 'R': []}","{3: 0, 4: -1, 2: 2, 1: 0}","{3: 0, 4: 0, 2: 0, 1: 0}","{3: 0, 4: 0, 2: 0, 1: 0}",1
18479,[C:1]=[O:2]>>C-S-[C:1].Cl-N1-C(=O)-C-C-C-1=[O:2]_10_00_00,"{'A': [], 'B': [(1, 2)], 'C': [], 'R': []}","{1: 1, 2: 0}","{1: 0, 2: 0}","{1: 0, 2: 0}",1
18480,[C:2]-[C:3]-[n:1]>>[n:1].[C:2].Br-[C:3]_111_000_000,"{'A': [], 'B': [(2, 3), (1, 3)], 'C': [], 'R': []}","{3: 1, 2: 1, 1: 1}","{3: 0, 2: 0, 1: 0}","{3: 0, 2: 0, 1: 0}",1
18481,[S:1]-[C:2]=[N:3]>>[S:1].[C:2]#[N:3]_00-1_-100_000,"{'A': [], 'B': [(1, 2)], 'C': [], 'R': []}","{2: 0, 3: -1, 1: 0}","{2: 0, 3: 0, 1: -1}","{2: 0, 3: 0, 1: 0}",1
18482,[N:1]-[C:3]=[O:2]>>[N:1].[O:2].O-[C:3]=O_120_000_000,"{'A': [], 'B': [(2, 3), (1, 3)], 'C': [], 'R': []}","{3: 0, 2: 2, 1: 1}","{3: 0, 2: 0, 1: 0}","{3: 0, 2: 0, 1: 0}",1
18483,[O:1]-[C:2]>>[O:1].C-[C:2](-C)-n1:c(=O):[nH]:c2:c:c:c:c:c:2:1_1-2_00_00,"{'A': [], 'B': [(1, 2)], 'C': [], 'R': []}","{2: -2, 1: 1}","{2: 0, 1: 0}","{2: 0, 1: 0}",1
18484,[n:1]-[O:2]>>[n:1].O=S(=O)(-[O-])-O-O-S(=O)(-[O-])=[O:2]_00_-11_00,"{'A': [], 'B': [(1, 2)], 'C': [], 'R': []}","{1: 0, 2: 0}","{1: -1, 2: 1}","{1: 0, 2: 0}",2
18485,[n:1].[n:2].[N:3]=[C:4]>>[n:1].[n:2].[N:3].O=[C:4]_-1130_0010_0000,"{'A': [], 'B': [(3, 4)], 'C': [], 'R': [2, 2, 1, 1]}","{4: 0, 2: 1, 1: -1, 3: 3}","{4: 0, 2: 0, 1: 0, 3: 1}","{4: 0, 2: 0, 1: 0, 3: 0}",1
18486,[S:1]=[C:2]-[N:3]>>[S:1]-[C:2]#[N:3]_0-1-2_-100_000,"{'A': [], 'B': [], 'C': [(1, 2), (2, 1), (2, 3), (3, 2)], 'R': []}","{1: 0, 2: -1, 3: -2}","{1: -1, 2: 0, 3: 0}","{1: 0, 2: 0, 3: 0}",1
18487,[S:1]-[C:2]>>[S:1].[C:2]-S-c1:c:c:c:c:c:1_10_00_00,"{'A': [], 'B': [(1, 2)], 'C': [], 'R': []}","{2: 0, 1: 1}","{2: 0, 1: 0}","{2: 0, 1: 0}",1
18488,[O:1]-[C:2]>>C-C-[O:1].C-C(=O)-[C:2]_-10_-10_00,"{'A': [], 'B': [(1, 2)], 'C': [], 'R': []}","{2: 0, 1: -1}","{2: 0, 1: -1}","{2: 0, 1: 0}",1
18489,[C:2]-[O:3]-[c:1]>>Cl-[c:1].Cl-C1-C(-Cl)=C-N(-c2:c:c:c:c:c:2)-N-[C:2]-1=[O:3]_0-30_000_000,"{'A': [2], 'B': [(1, 3)], 'C': [], 'R': []}","{2: -3, 3: 0, 1: 0}","{2: 0, 3: 0, 1: 0}","{2: 0, 3: 0, 1: 0}",1
18490,[c:1]-[O:2]>>[c:1].O=c1:[nH]:c(-c2:c:c:c:c(-[O:2]):c:2):c:n:1-C1-C-C-N-C-C-1_10_00_00,"{'A': [], 'B': [(1, 2)], 'C': [], 'R': []}","{1: 1, 2: 0}","{1: 0, 2: 0}","{1: 0, 2: 0}",1
18491,[N:2]-[C:3]-[c:1]>>[c:1].[N:2].C-C-N(-[C:3])-C-C_111_000_000,"{'A': [], 'B': [(1, 3), (2, 3)], 'C': [], 'R': []}","{1: 1, 3: 1, 2: 1}","{1: 0, 3: 0, 2: 0}","{1: 0, 3: 0, 2: 0}",1
18492,[C:1]=[S:2]>>[C:1].Cl-[S:2]-Cl_20_00_00,"{'A': [], 'B': [(1, 2)], 'C': [], 'R': []}","{2: 0, 1: 2}","{2: 0, 1: 0}","{2: 0, 1: 0}",1
18493,[C:1]-[C:4]-[C:3]=[N:2]>>Br-[C:1].[N:2]-[C:3]=[C:4]_0000_0-100_0000,"{'A': [], 'B': [(1, 4)], 'C': [(3, 2), (2, 3)], 'R': []}","{4: 0, 1: 0, 3: 0, 2: 0}","{4: 0, 1: 0, 3: 0, 2: -1}","{4: 0, 1: 0, 3: 0, 2: 0}",1
18494,[C:1]1-[C:3]-[C:2]-1>>[C:1].O-c1:c:c:c2:c(-C(=O)-O-[C:2]-[C:3]):c:o:c:2:c:1_201_000_000,"{'A': [], 'B': [(1, 2), (1, 3)], 'C': [], 'R': []}","{1: 2, 2: 0, 3: 1}","{1: 0, 2: 0, 3: 0}","{1: 0, 2: 0, 3: 0}",1
18495,[O:1]-[C:2]>>[O:1].N#C-C1-N(-[C:2])-C=C-c2:c:c:c:c:c:2-1_10_00_00,"{'A': [], 'B': [(1, 2)], 'C': [], 'R': []}","{1: 1, 2: 0}","{1: 0, 2: 0}","{1: 0, 2: 0}",1
18496,[C:2]1-[C:1]-[O:3]-1>>Br-[C:1]-[C:2]=[O:3]_0-10_000_000,"{'A': [], 'B': [(1, 3)], 'C': [], 'R': []}","{2: -1, 1: 0, 3: 0}","{2: 0, 1: 0, 3: 0}","{2: 0, 1: 0, 3: 0}",2
18497,[c:1]-[O:2]>>F-C(-F)(-F)-[c:1].N-c1:c:c:c(-[O:2]):c:c:1-[N+](=O)-[O-]_00_00_00,"{'A': [], 'B': [(1, 2)], 'C': [], 'R': []}","{2: 0, 1: 0}","{2: 0, 1: 0}","{2: 0, 1: 0}",1
18498,[O:1]=[c:2]:[n:3]>>C-C(=O)-[O:1].C-S-[c:2]:[n:3]_10-1_000_000,"{'A': [], 'B': [(1, 2)], 'C': [], 'R': []}","{2: 0, 1: 1, 3: -1}","{2: 0, 1: 0, 3: 0}","{2: 0, 1: 0, 3: 0}",1
18499,[C:2]-[C:1]-[C:3]>>[C:1].N#C-C(-[C:2])-[C:3]_200_000_000,"{'A': [], 'B': [(1, 2), (1, 3)], 'C': [], 'R': []}","{2: 0, 1: 2, 3: 0}","{2: 0, 1: 0, 3: 0}","{2: 0, 1: 0, 3: 0}",1
18500,[C:1]-[C:2]>>[C:1].C-C-C(-C-c1:c:c:c(-O):c:c:1)(-O-c1:c:c:c:c:c:1)-C(=O)-O-[C:2]-C_1-1_00_00,"{'A': [], 'B': [(1, 2)], 'C': [], 'R': []}","{1: 1, 2: -1}","{1: 0, 2: 0}","{1: 0, 2: 0}",1
18501,[C:1]-[c:2]>>Cl-C-C-O-[C:1].Cl-C(=O)-[c:2]_00_00_00,"{'A': [], 'B': [(1, 2)], 'C': [], 'R': []}","{1: 0, 2: 0}","{1: 0, 2: 0}","{1: 0, 2: 0}",1
18502,[C:2]-[O:3]-[c:1]>>F-C(-F)(-F)-[c:1].Br-c1:c:c:c(-[C:2](=[O:3])-c2:c:c(-[N+](=O)-[O-]):c:c:c:2-C):c(-Cl):c:1_0-30_000_000,"{'A': [2], 'B': [(1, 3)], 'C': [], 'R': []}","{1: 0, 3: 0, 2: -3}","{1: 0, 3: 0, 2: 0}","{1: 0, 3: 0, 2: 0}",1
18503,[C:1]-[O:4]-[C:3]=[C:2]>>[C:1]-C-[O-].[C:2]-[C:3]=[O:4]_0100_0000_0000,"{'A': [], 'B': [(1, 4)], 'C': [(3, 2), (2, 3)], 'R': []}","{4: 0, 3: 0, 2: 1, 1: 0}","{4: 0, 3: 0, 2: 0, 1: 0}","{4: 0, 3: 0, 2: 0, 1: 0}",1
18504,[C:2]-[C:1]-[C:3]>>[C:1].Br-[C:2].C-C-C-[C:3]-[Li]_20-1_000_000,"{'A': [], 'B': [(1, 3), (1, 2)], 'C': [], 'R': []}","{1: 2, 3: -1, 2: 0}","{1: 0, 3: 0, 2: 0}","{1: 0, 3: 0, 2: 0}",1
18505,[n:1].[n:2]>>[n:1].C-[n:2]_-10_00_00,"{'A': [2], 'B': [], 'C': [], 'R': [1, 1]}","{1: -1, 2: 0}","{1: 0, 2: 0}","{1: 0, 2: 0}",1
18506,[C:1]-[C:2]>>[C:1].C-O-C(=O)-C=C-[C:2]_10_00_00,"{'A': [], 'B': [(1, 2)], 'C': [], 'R': []}","{2: 0, 1: 1}","{2: 0, 1: 0}","{2: 0, 1: 0}",1
18507,[O:1]-[C:2]>>[O:1].C-N(-C)-C(=N-[C:2](-C)(-C)-C)-N(-C)-C_1-3_00_00,"{'A': [], 'B': [(1, 2)], 'C': [], 'R': []}","{1: 1, 2: -3}","{1: 0, 2: 0}","{1: 0, 2: 0}",1
18508,[c:1]-[Cl:2]>>[c:1].F-c1:n:c:c:c(-C(-O)=O):c:1-[Cl:2]_10_00_00,"{'A': [], 'B': [(1, 2)], 'C': [], 'R': []}","{1: 1, 2: 0}","{1: 0, 2: 0}","{1: 0, 2: 0}",1
18509,[N:2]-[C:3]=[C:1]>>[C:1].[N:2].O-C(=O)-[C:3](-O)=O_21-1_000_000,"{'A': [], 'B': [(2, 3), (1, 3)], 'C': [], 'R': []}","{3: -1, 2: 1, 1: 2}","{3: 0, 2: 0, 1: 0}","{3: 0, 2: 0, 1: 0}",1
18510,[C:1]=[C:2]>>O=[C:1].O=[PH2]-[C:2](-c1:c:c:c:c:c:1)-c1:c:c:c:c:c:1_0-1_00_00,"{'A': [], 'B': [(1, 2)], 'C': [], 'R': []}","{2: -1, 1: 0}","{2: 0, 1: 0}","{2: 0, 1: 0}",1
18511,[N:1]-[C:3]-[N:2]>>[N:1].[N:2].N-[C:3]=O_11-1_000_000,"{'A': [], 'B': [(1, 3), (2, 3)], 'C': [], 'R': []}","{1: 1, 3: -1, 2: 1}","{1: 0, 3: 0, 2: 0}","{1: 0, 3: 0, 2: 0}",1
18512,[O:1].[N:2]-[C:3]>>[O:1].[N:2].Br-[C:3]_-100_-1-10_000,"{'A': [], 'B': [(2, 3)], 'C': [], 'R': [1]}","{2: 0, 3: 0, 1: -1}","{2: -1, 3: 0, 1: -1}","{2: 0, 3: 0, 1: 0}",1
18513,[O:1]-[C:2]-[c:3]>>[O:1].C-N(-[C:2])-C=O.C-S(=O)(=O)-O-[c:3]_110_000_000,"{'A': [], 'B': [(1, 2), (2, 3)], 'C': [], 'R': []}","{1: 1, 2: 1, 3: 0}","{1: 0, 2: 0, 3: 0}","{1: 0, 2: 0, 3: 0}",1
18514,[c:1]-[N:2]>>F-[c:1].C-[N:2]1-C-C-C-C-1=O_0-2_00_00,"{'A': [], 'B': [(1, 2)], 'C': [], 'R': []}","{1: 0, 2: -2}","{1: 0, 2: 0}","{1: 0, 2: 0}",1
18515,[C:1]-[N:3]-[C:2]>>Cl-[C:1].Cl-[C:2].O=C(-[N:3])-O-C-c1:c:c:c:c:c:1_001_000_000,"{'A': [], 'B': [(2, 3), (1, 3)], 'C': [], 'R': []}","{2: 0, 1: 0, 3: 1}","{2: 0, 1: 0, 3: 0}","{2: 0, 1: 0, 3: 0}",1
18516,[O:1]>>C-O-C1(-C(-[O:1])(-c2:c:c:c:c:c:2)-c2:c:c:c:c:c:2)-C-C=C-C=C-1_-1_0_0,"{'A': [1], 'B': [], 'C': [], 'R': []}",{1: -1},{1: 0},{1: 0},1
18517,[O:2].[C:1]-[c:3]>>[C:1]-[O:2].C-N(-C)-C-C-C-C1(-[c:3])-O-C-c2:c:c(-C#N):c:c:c:2-1_0-10_000_000,"{'A': [2], 'B': [(1, 3)], 'C': [], 'R': []}","{3: 0, 1: 0, 2: -1}","{3: 0, 1: 0, 2: 0}","{3: 0, 1: 0, 2: 0}",1
18518,[C:2]-[C:1]-[O:3]>>[C:1].C-[C:2].O-C-C(-[O:3])-C-O_200_000_000,"{'A': [], 'B': [(1, 2), (1, 3)], 'C': [], 'R': []}","{2: 0, 1: 2, 3: 0}","{2: 0, 1: 0, 3: 0}","{2: 0, 1: 0, 3: 0}",1
18519,[C:1]-[Cl:2]>>C-C(-C)(-C)-[Si](-C)(-C)-O-[C:1].Cl-C(-Cl)(-Cl)-O-C(=O)-O-C(-Cl)(-Cl)-[Cl:2]_00_00_00,"{'A': [], 'B': [(1, 2)], 'C': [], 'R': []}","{1: 0, 2: 0}","{1: 0, 2: 0}","{1: 0, 2: 0}",1
18520,[O:2]=[C:1]-[Cl:3]>>O=[C:1]-[O:2].C-N1-C-C-[NH+](-C)-C-1-[Cl:3]_010_000_000,"{'A': [], 'B': [(1, 3)], 'C': [], 'R': []}","{3: 0, 1: 0, 2: 1}","{3: 0, 1: 0, 2: 0}","{3: 0, 1: 0, 2: 0}",1
18521,[O:1]-[C:2]-[Cl:3]>>[O:1].O=[C:2].Cl-S(=O)-[Cl:3]_100_000_000,"{'A': [], 'B': [(2, 3), (1, 2)], 'C': [], 'R': []}","{2: 0, 3: 0, 1: 1}","{2: 0, 3: 0, 1: 0}","{2: 0, 3: 0, 1: 0}",1
18522,[c:2]-[O:1]-[C:3]>>[O:1].Cl-[c:2].C-C-N(-[C:3])-C-C_100_-100_000,"{'A': [], 'B': [(1, 2), (1, 3)], 'C': [], 'R': []}","{1: 1, 2: 0, 3: 0}","{1: -1, 2: 0, 3: 0}","{1: 0, 2: 0, 3: 0}",1
18523,[Cl:1]-[C:2]>>C-C(=O)-[Cl:1].C-S(=O)-[C:2]_00_00_00,"{'A': [], 'B': [(1, 2)], 'C': [], 'R': []}","{2: 0, 1: 0}","{2: 0, 1: 0}","{2: 0, 1: 0}",1
18524,[N:1]=[C:2]>>[N:1].S=[C:2]_10_-10_00,"{'A': [], 'B': [(1, 2)], 'C': [], 'R': []}","{2: 0, 1: 1}","{2: 0, 1: -1}","{2: 0, 1: 0}",1
18525,[O:1]=[C:2]>>C-C(=O)-[O:1].C-N(-C)-N=[C:2]_00_-10_00,"{'A': [], 'B': [(1, 2)], 'C': [], 'R': []}","{2: 0, 1: 0}","{2: 0, 1: -1}","{2: 0, 1: 0}",1
18526,[Cl:4]-[C:2]-[C:3]-[O:1]>>[O:1].[C:2]=[C:3].Cl-C(-Cl)(-Cl)-C(-Cl)(-Cl)-[Cl:4]_0000_-1000_0000,"{'A': [], 'B': [(2, 4), (1, 3)], 'C': [], 'R': []}","{2: 0, 3: 0, 1: 0, 4: 0}","{2: 0, 3: 0, 1: -1, 4: 0}","{2: 0, 3: 0, 1: 0, 4: 0}",1
18527,[C:1]=[O:2]>>O-C(=O)-[C:1]-[O:2]_01_00_00,"{'A': [1], 'B': [], 'C': [], 'R': []}","{1: 0, 2: 1}","{1: 0, 2: 0}","{1: 0, 2: 0}",1
18528,[N:1]-[C:2]-[C:3]>>[N:1].O=[C:2]-[O-].N#[C:3]-[BH3-]_1-1-3_000_000,"{'A': [], 'B': [(1, 2), (2, 3)], 'C': [], 'R': []}","{2: -1, 1: 1, 3: -3}","{2: 0, 1: 0, 3: 0}","{2: 0, 1: 0, 3: 0}",1
18529,[N:1]-[P:2]>>[N:1].Br-[P:2]_10_00_00,"{'A': [], 'B': [(1, 2)], 'C': [], 'R': []}","{2: 0, 1: 1}","{2: 0, 1: 0}","{2: 0, 1: 0}",1
18530,[O:1]-[C:2]>>O=C(-[O-])-[O:1].[C:2]-[SiH2]-c1:c:c:c:c:n:1_00_00_00,"{'A': [], 'B': [(1, 2)], 'C': [], 'R': []}","{2: 0, 1: 0}","{2: 0, 1: 0}","{2: 0, 1: 0}",1
18531,[C:1]-[C:2]>>[C:1].C-[C:2]-S(=O)-[O-]_1-1_00_00,"{'A': [], 'B': [(1, 2)], 'C': [], 'R': []}","{1: 1, 2: -1}","{1: 0, 2: 0}","{1: 0, 2: 0}",1
18532,[C:1]-[C:2]>>[C:1].C-[C:2](-C)-C_1-2_00_00,"{'A': [], 'B': [(1, 2)], 'C': [], 'R': []}","{1: 1, 2: -2}","{1: 0, 2: 0}","{1: 0, 2: 0}",1
18533,[C:1]-[C:2]-[O:3]>>[C:1]=[C:2].[O:3]-C-c1:c:c:c:c:c:1_-100_000_000,"{'A': [], 'B': [(2, 3)], 'C': [], 'R': []}","{1: -1, 2: 0, 3: 0}","{1: 0, 2: 0, 3: 0}","{1: 0, 2: 0, 3: 0}",1
18534,[c:1]-[Cl:2]>>[c:1].C-O-C(=O)-c1:c:c:c:c(-N-S(=O)(=O)-c2:c(-F):c:c:c:c:2-F):c:1-[Cl:2]_10_00_00,"{'A': [], 'B': [(1, 2)], 'C': [], 'R': []}","{1: 1, 2: 0}","{1: 0, 2: 0}","{1: 0, 2: 0}",1
18535,[O:1]=[C:2]>>C-C-S-[O:1]-[C:2]=O_0-1_00_00,"{'A': [1, 2], 'B': [], 'C': [], 'R': []}","{1: 0, 2: -1}","{1: 0, 2: 0}","{1: 0, 2: 0}",1
18536,[C:1]=[C:2]>>O=[C:1].C-[PH+](-C)-[C:2]_01_00_00,"{'A': [], 'B': [(1, 2)], 'C': [], 'R': []}","{2: 1, 1: 0}","{2: 0, 1: 0}","{2: 0, 1: 0}",1
18537,[c:1]-[N:2]>>Cl-[c:1].C-C(-C)(-C)-[Si](-C)(-C)-[N:2]_00_00_00,"{'A': [], 'B': [(1, 2)], 'C': [], 'R': []}","{1: 0, 2: 0}","{1: 0, 2: 0}","{1: 0, 2: 0}",1
