,Smiles_template,Smarts_template,edit_site,change_H
19093,CN>>C-N(-C)-C(=O)-N-c1:c:c:c:c(-[C;+0:1](-F)(-F)-F):c:1.C-O-[N;+0:2],[C;+0:1]-[N;+0:2]>>C-N(-C)-C(=O)-N-c1:c:c:c:c(-[C;+0:1](-F)(-F)-F):c:1.C-O-[N;+0:2],"[(1, 2)]","{2: 0, 1: -3}"
19094,CCl>>F-[c;+0:1].F-c1:c:c:c(-C=O):c:c:1-[Cl;+0:2],[Cl;+0:2]-[c;+0:1]>>F-[c;+0:1].F-c1:c:c:c(-C=O):c:c:1-[Cl;+0:2],"[(1, 2)]","{1: 0, 2: 0}"
19095,BC>>Br-[c;+0:1].F-[B;+0:2],[c;+0:1]-[B;+0:2]>>Br-[c;+0:1].F-[B;+0:2],"[(2, 1)]","{1: 0, 2: 0}"
19096,CCN>>[C;+0:1]#[N;+0:2].[C;-1:3],[N;+0:2]-[C;+0:1]-[C;+0:3]>>[C;+0:1]#[N;+0:2].[C;-1:3],"[(1, 3)]","{1: -1, 2: -2, 3: 0}"
19097,CN>>O=C=[C;+0:1].[N;+0:2],[C;+0:1]-[N;+0:2]>>O=C=[C;+0:1].[N;+0:2],"[(1, 2)]","{2: 1, 1: -1}"
19098,COC>>C1-C-[O;+0:1]-C-C-N-1.[C;+0:2].[C;+0:3],[C;+0:2]-[O;+0:1]-[C;+0:3]>>C1-C-[O;+0:1]-C-C-N-1.[C;+0:2].[C;+0:3],"[(2, 1), (3, 1)]","{2: 1, 1: 0, 3: 1}"
19099,CO>>Cl-[c;+0:1].O-C(=O)-c1:c:c:c:c(-[O;+0:2]):n:1,[O;+0:2]-[c;+0:1]>>Cl-[c;+0:1].O-C(=O)-c1:c:c:c:c(-[O;+0:2]):n:1,"[(1, 2)]","{1: 0, 2: 0}"
19100,CNCO>>O=[C;+0:1].[O;+0:2].[C;+0:3](-c1:[nH]:c:c:n:1)-c1:[nH]:c:c:n:1.[N;+0:4],[C;+0:1]-[N;+0:4]-[C;+0:3]-[O;+0:2]>>O=[C;+0:1].[O;+0:2].[C;+0:3](-c1:[nH]:c:c:n:1)-c1:[nH]:c:c:n:1.[N;+0:4],"[(1, 4), (3, 4), (3, 2)]","{4: 2, 1: -1, 2: 1, 3: 0}"
19101,NC(N)=O>>C-C-N1-C-C-[O;+0:1]-[C;+0:2]-C-1.[N;+0:3].[N;+0:4],[N;+0:3]-[C;+0:2](-[N;+0:4])=[O;+0:1]>>C-C-N1-C-C-[O;+0:1]-[C;+0:2]-C-1.[N;+0:3].[N;+0:4],"[(2, 3), (2, 4)]","{3: 1, 4: 1, 2: 2, 1: 0}"
19102,C>>[C;+0:1]-O-c1:c:c:c:c:c:1,[C;+0:1]>>[C;+0:1]-O-c1:c:c:c:c:c:1,[1],{1: -1}
19103,CCl>>Cl-[Sb](-Cl)-[Cl;+0:1].N-[c;+0:2],[Cl;+0:1]-[c;+0:2]>>Cl-[Sb](-Cl)-[Cl;+0:1].N-[c;+0:2],"[(2, 1)]","{2: 0, 1: 0}"
19104,CN>>I-[C;+0:1].[N;+1:2],[C;+0:1]-[N;+0:2]>>I-[C;+0:1].[N;+1:2],"[(1, 2)]","{1: 0, 2: 2}"
19105,OCCF>>F-[B-](-F)(-F)-[F;+0:1].[C;+0:2]=[C;+0:3].[O;+0:4],[F;+0:1]-[C;+0:3]-[C;+0:2]-[O;+0:4]>>F-[B-](-F)(-F)-[F;+0:1].[C;+0:2]=[C;+0:3].[O;+0:4],"[(2, 4), (3, 1)]","{2: 0, 3: 0, 1: 0, 4: 1}"
19106,C1CC1>>Br-C-[C;+0:1]1-C-[C;+0:2]-1.[C;+0:3],[C;+0:1]1-[C;+0:2]-[C;+0:3]-1>>Br-C-[C;+0:1]1-C-[C;+0:2]-1.[C;+0:3],"[(1, 3), (2, 3)]","{3: 2, 1: -1, 2: 0}"
19107,CC=O>>I-[c;+0:1].N#[C;+0:2].O=C(-[O-])-[O;-1:3],[O;+0:3]=[C;+0:2]-[c;+0:1]>>I-[c;+0:1].N#[C;+0:2].O=C(-[O-])-[O;-1:3],"[(1, 2), (2, 3)]","{1: 0, 2: 0, 3: 0}"
19108,O=P>>C-C(-C)(-C)-[O;+0:1]-O.[P;+0:2],[O;+0:1]=[P;+0:2]>>C-C(-C)(-C)-[O;+0:1]-O.[P;+0:2],"[(1, 2)]","{2: 0, 1: 0}"
19109,O=CO>>O-[O;-1:1].O=C1-O-C-C(-C-c2:c:c:c:c:c:2)-N-1-[C;+0:2]=[O;+0:3],[O;+0:3]-[C;+0:2]=[O;+0:1]>>O-[O;-1:1].O=C1-O-C-C(-C-c2:c:c:c:c:c:2)-N-1-[C;+0:2]=[O;+0:3],"[(2, 1)]","{2: 0, 3: -1, 1: 0}"
19110,CP=O>>C1-C-O-C-C-O-C-C-[O;+0:1]-C-C-O-C-C-O-C-C-O-1.Cl-[P;+0:2].O-[C;+0:3],[O;+0:1]=[P;+0:2]-[C;+0:3]>>C1-C-O-C-C-O-C-C-[O;+0:1]-C-C-O-C-C-O-C-C-O-1.Cl-[P;+0:2].O-[C;+0:3],"[(3, 2), (1, 2)]","{3: 0, 2: 0, 1: 0}"
19111,CCN>>O=[N+](-[C;+0:1])-[O-].[C;+0:2].[N;+0:3],[C;+0:2]-[C;+0:1]-[N;+0:3]>>O=[N+](-[C;+0:1])-[O-].[C;+0:2].[N;+0:3],"[(1, 3), (1, 2)]","{3: 1, 1: 1, 2: 1}"
19112,O=S>>I-[O;+0:1]-C(=O)-C-c1:c:c:c:c:c:1-C-C(=O)-[O-].[S;+0:2],[O;+0:1]=[S;+0:2]>>I-[O;+0:1]-C(=O)-C-c1:c:c:c:c:c:1-C-C(=O)-[O-].[S;+0:2],"[(1, 2)]","{2: 0, 1: 0}"
19113,NN>>C-N1-C-C-[N;+0:1](-c2:c:c:c(-[N+](=O)-[O-]):c:c:2)-S-1(=O)=O.[N;+0:2],[N;+0:2]-[N;+0:1]>>C-N1-C-C-[N;+0:1](-c2:c:c:c(-[N+](=O)-[O-]):c:c:2)-S-1(=O)=O.[N;+0:2],"[(1, 2)]","{2: 1, 1: -2}"
19114,CO>>O-B(-O)-c1:c:c:c:c(-[O;+0:1]):c:1.[c;+0:2],[O;+0:1]-[c;+0:2]>>O-B(-O)-c1:c:c:c:c(-[O;+0:1]):c:1.[c;+0:2],"[(2, 1)]","{2: 1, 1: 0}"
19115,CC=O>>C-N-C-C-N-[C;+0:1].C-[O;+0:2]-[C;+0:3]=O,[C;+0:1]-[C;+0:3]=[O;+0:2]>>C-N-C-C-N-[C;+0:1].C-[O;+0:2]-[C;+0:3]=O,"[(1, 3)]","{3: 0, 2: 0, 1: 0}"
19116,O=CO>>[C;+0:1]-[O;+0:2].[O;+0:3]-c1:c:c:c:c:c:1,[O;+0:2]=[C;+0:1]-[O;+0:3]>>[C;+0:1]-[O;+0:2].[O;+0:3]-c1:c:c:c:c:c:1,"[(1, 3)]","{3: 0, 1: 2, 2: 1}"
19117,CNCO>>C-O-[C;+0:1].[C;+0:2]=[O;+0:3].[N;+0:4],[C;+0:1]-[N;+0:4]-[C;+0:2]-[O;+0:3]>>C-O-[C;+0:1].[C;+0:2]=[O;+0:3].[N;+0:4],"[(2, 4), (1, 4)]","{2: 0, 3: -1, 1: 0, 4: 2}"
19118,CCl>>C-N(-C)-[C;+0:1].Cl-S(=O)-[Cl;+0:2],[C;+0:1]-[Cl;+0:2]>>C-N(-C)-[C;+0:1].Cl-S(=O)-[Cl;+0:2],"[(1, 2)]","{1: 0, 2: 0}"
19119,O=CO>>C-C-C-C-C-C-C(-C-C)-C-[O;+0:1].[C;+0:2]-[O;+0:3],[O;+0:3]=[C;+0:2]-[O;+0:1]>>C-C-C-C-C-C-C(-C-C)-C-[O;+0:1].[C;+0:2]-[O;+0:3],"[(2, 1)]","{1: 0, 2: 2, 3: 1}"
19120,O=P>>[O;+0:1].[P;+0:2],[O;+0:1]=[P;+0:2]>>[O;+0:1].[P;+0:2],"[(1, 2)]","{2: 0, 1: 2}"
19121,CNO>>O-[C;+0:1].O-[N;+0:2].[O;+0:3],[C;+0:1]-[N;+0:2]-[O;+0:3]>>O-[C;+0:1].O-[N;+0:2].[O;+0:3],"[(1, 2), (2, 3)]","{1: 0, 2: 1, 3: 1}"
19122,CCl>>O-[C;+0:1].[Cl;+0:2]-c1:c:c:c:c:c:1,[C;+0:1]-[Cl;+0:2]>>O-[C;+0:1].[Cl;+0:2]-c1:c:c:c:c:c:1,"[(1, 2)]","{1: 0, 2: 0}"
19123,CN>>C-[C;+0:1]-O-C(=O)-c1:o:c2:c:c:c:c(-C(-N)=O):c:2:c:1-C.[N;+0:2],[C;+0:1]-[N;+0:2]>>C-[C;+0:1]-O-C(=O)-c1:o:c2:c:c:c:c(-C(-N)=O):c:2:c:1-C.[N;+0:2],"[(1, 2)]","{1: -1, 2: 1}"
19124,CO>>C-O-C1=N-C(-C(-C)-C)-C(-O-C)=N-C-1-C-C-[O;+0:1].F-C(-F)(-F)-[C;+0:2],[C;+0:2]-[O;+0:1]>>C-O-C1=N-C(-C(-C)-C)-C(-O-C)=N-C-1-C-C-[O;+0:1].F-C(-F)(-F)-[C;+0:2],"[(2, 1)]","{2: 0, 1: 0}"
19125,CN>>O=[N;+1:1]-[O-].[C;+0:2]-N-c1:c:c:c:c2:c:1-C-C-C-2,[N;+0:1]-[C;+0:2]>>O=[N;+1:1]-[O-].[C;+0:2]-N-c1:c:c:c:c2:c:1-C-C-C-2,"[(2, 1)]","{1: -1, 2: 0}"
19126,NCCCCCN>>O-[C;+0:1]-[C;+0:2]-[C;+0:3]-[C;+0:4]-[C;+0:5]-[N;+0:6].[N;+0:7],[N;+0:6]-[C;+0:1]-[C;+0:2]-[C;+0:3]-[C;+0:4]-[C;+0:5]-[N;+0:7]>>O-[C;+0:1]-[C;+0:2]-[C;+0:3]-[C;+0:4]-[C;+0:5]-[N;+0:6].[N;+0:7],"[(5, 7), (1, 6)]","{5: 0, 4: 0, 3: 0, 6: 0, 1: 0, 2: 0, 7: 1}"
19127,CC>>C-O-C(=O)-O-[C;+0:1].[C;+0:2]-[Mg+],[C;+0:1]-[C;+0:2]>>C-O-C(=O)-O-[C;+0:1].[C;+0:2]-[Mg+],"[(1, 2)]","{1: 0, 2: 0}"
19128,CO>>C-N1-C-C-C-C-1=[O;+0:1].[C;+0:2],[O;+0:1]-[C;+0:2]>>C-N1-C-C-C-C-1=[O;+0:1].[C;+0:2],"[(2, 1)]","{2: 1, 1: -1}"
19129,N.OCCO>>C-c1:c:c:c(-S(=O)(=O)-[N;+0:1]):c:c:1.[O;-1:2]-[C;+0:3]-[C;+0:4]-[O;-1:5],[N;+0:1].[O;+0:2]-[C;+0:3]-[C;+0:4]-[O;+0:5]>>C-c1:c:c:c(-S(=O)(=O)-[N;+0:1]):c:c:1.[O;-1:2]-[C;+0:3]-[C;+0:4]-[O;-1:5],[1],"{4: 0, 3: 0, 2: -1, 5: -1, 1: -1}"
19130,NC=O>>C-S(=O)(=O)-[O;+0:1].[C;+0:2]#[N;+0:3],[N;+0:3]-[C;+0:2]=[O;+0:1]>>C-S(=O)(=O)-[O;+0:1].[C;+0:2]#[N;+0:3],"[(2, 1)]","{2: 0, 3: -2, 1: 1}"
19131,CNN=N>>C-C(=O)-O-[C;+0:1].[N;+0:2]=[N;+0:3]-[N;+0:4],[C;+0:1]-[N;+0:2]-[N;+0:3]=[N;+0:4]>>C-C(=O)-O-[C;+0:1].[N;+0:2]=[N;+0:3]-[N;+0:4],"[(1, 2)]","{1: 0, 2: 0, 3: 0, 4: 1}"
19132,CBr>>O=C(-[O-])-C-[C;+0:1].[Br;+0:2],[Br;+0:2]-[C;+0:1]>>O=C(-[O-])-C-[C;+0:1].[Br;+0:2],"[(1, 2)]","{1: 0, 2: 1}"
19133,NC=O>>C-c1:c:c:n:c:c:1-c1:c(-C#N):c:c2:n:1-C-C-N(-C(=O)-[O;+0:1]-C(-C)(-C)-C)-C-2.[C;+0:2]#[N;+0:3],[N;+0:3]-[C;+0:2]=[O;+0:1]>>C-c1:c:c:n:c:c:1-c1:c(-C#N):c:c2:n:1-C-C-N(-C(=O)-[O;+0:1]-C(-C)(-C)-C)-C-2.[C;+0:2]#[N;+0:3],"[(2, 1)]","{2: 0, 3: -2, 1: 0}"
19134,CC>>O=C1-C-C-C-C-C-C-C-C-C-C-C(-[C;+0:1])-C-C-O-1.[C;+0:2],[C;+0:2]-[C;+0:1]>>O=C1-C-C-C-C-C-C-C-C-C-C-C(-[C;+0:1])-C-C-O-1.[C;+0:2],"[(1, 2)]","{2: 1, 1: 0}"
19135,CC(=O)O>>O-[C;+0:1].[C;+0:2]-[O;-1:3].[O;+0:4],[C;+0:1]-[C;+0:2](=[O;+0:3])-[O;+0:4]>>O-[C;+0:1].[C;+0:2]-[O;-1:3].[O;+0:4],"[(2, 4), (1, 2)]","{2: 3, 3: 0, 4: 1, 1: 0}"
19136,CCl>>O-C(=O)-[C;+0:1].[Cl;+0:2],[C;+0:1]-[Cl;+0:2]>>O-C(=O)-[C;+0:1].[Cl;+0:2],"[(1, 2)]","{1: 0, 2: 1}"
19137,NC=S>>O-C(=O)-C-[S;+0:1]-[C;+0:2]=S.[N;+0:3],[N;+0:3]-[C;+0:2]=[S;+0:1]>>O-C(=O)-C-[S;+0:1]-[C;+0:2]=S.[N;+0:3],"[(2, 3)]","{2: 0, 1: 0, 3: 1}"
19138,CNCN>>[C;+0:1].[C;+0:2]=[N;-1:3].[N;+0:4],[C;+0:1]-[N;+0:3]-[C;+0:2]-[N;+0:4]>>[C;+0:1].[C;+0:2]=[N;-1:3].[N;+0:4],"[(2, 4), (1, 3)]","{4: 1, 2: 0, 3: -1, 1: 1}"
19139,C[SH2+].[Cl-]>>O=[S;+0:1].[Cl;+0:2]-[c;+0:3],[Cl;-1:2].[S;+1:1]-[c;+0:3]>>O=[S;+0:1].[Cl;+0:2]-[c;+0:3],"[2, (3, 1)]","{1: 0, 3: 0, 2: 0}"
19140,NCCOCC[O-]>>[C;+0:1]1-[C;+0:2]-[O;+0:3]-[C;+0:4]-[C;+0:5]-[N;+0:6]-1.[O;-1:7],[N;+0:6]-[C;+0:1]-[C;+0:2]-[O;+0:3]-[C;+0:4]-[C;+0:5]-[O;-1:7]>>[C;+0:1]1-[C;+0:2]-[O;+0:3]-[C;+0:4]-[C;+0:5]-[N;+0:6]-1.[O;-1:7],"[6, (5, 7)]","{6: -1, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 7: 1}"
19141,CNC>>[C;+0:1]-[K].[C;+0:2]=[N;+0:3],[C;+0:1]-[N;+0:3]-[C;+0:2]>>[C;+0:1]-[K].[C;+0:2]=[N;+0:3],"[(1, 3)]","{3: 0, 2: -1, 1: 0}"
19142,C=CN>>C-C(-C)-O-[C;+0:1](-C)-C.[C;+0:2].[N;+0:3],[C;+0:2]=[C;+0:1]-[N;+0:3]>>C-C(-C)-O-[C;+0:1](-C)-C.[C;+0:2].[N;+0:3],"[(1, 2), (1, 3)]","{2: 2, 1: 0, 3: 1}"
19143,CC>>Cl-[c;+0:1].O-[C;+0:2](=O)-[O-],[C;+0:2]-[c;+0:1]>>Cl-[c;+0:1].O-[C;+0:2](=O)-[O-],"[(1, 2)]","{1: 0, 2: -3}"
19144,C[SH](=O)=O>>C-C(-C)=[O;+0:1].Cl-[C;+0:2].[O;-1:3].[S;+0:4],[C;+0:2]-[S;+0:4](=[O;+0:3])=[O;+0:1]>>C-C(-C)=[O;+0:1].Cl-[C;+0:2].[O;-1:3].[S;+0:4],"[(3, 4), (1, 4), (2, 4)]","{4: 1, 3: 1, 1: 0, 2: 0}"
19145,CF>>C-[Sn](-C)(-C)-[c;+0:1].F-[B-](-F)(-F)-[F;+0:2],[F;+0:2]-[c;+0:1]>>C-[Sn](-C)(-C)-[c;+0:1].F-[B-](-F)(-F)-[F;+0:2],"[(1, 2)]","{1: 0, 2: 0}"
19146,C=N>>O=[N+](-[O-])-[N;+0:1]-[C;+0:2],[C;+0:2]=[N;+0:1]>>O=[N+](-[O-])-[N;+0:1]-[C;+0:2],"[(2, 1)]","{1: 0, 2: 1}"
19147,NC=O>>O=[C;+0:1]-[O;+0:2]-N1-C(=O)-C-C-C-1=O.[N;+0:3]-C-c1:c:c:c:c:c:1,[N;+0:3]-[C;+0:1]=[O;+0:2]>>O=[C;+0:1]-[O;+0:2]-N1-C(=O)-C-C-C-1=O.[N;+0:3]-C-c1:c:c:c:c:c:1,"[(1, 3)]","{3: 0, 1: 0, 2: 0}"
19148,C=O>>C=C-[C;+0:1]-[O;+0:2],[C;+0:1]=[O;+0:2]>>C=C-[C;+0:1]-[O;+0:2],"[(1, 2)]","{1: 0, 2: 1}"
19149,CC=CN>>C-O-[C;+0:1].[N;+0:2].O=[C;+0:3]-[C;+0:4],[C;+0:1]-[C;+0:4]=[C;+0:3]-[N;+0:2]>>C-O-[C;+0:1].[N;+0:2].O=[C;+0:3]-[C;+0:4],"[(3, 2), (1, 4)]","{3: 0, 4: 2, 1: 0, 2: 1}"
19150,CCN>>N-C-C-N-C-C-C-N-C-[C;+0:1]-N.[C;+0:2]-[N;+0:3],[C;+0:2]-[C;+0:1]-[N;+0:3]>>N-C-C-N-C-C-C-N-C-[C;+0:1]-N.[C;+0:2]-[N;+0:3],"[(1, 3), (1, 2)]","{3: 0, 1: 0, 2: 0}"
19151,C=[NH2+].[Cl-]>>O=C-[N;+0:1].O=[C;+0:2]-[Cl;+0:3],[C;+0:2]=[N;+1:1].[Cl;-1:3]>>O=C-[N;+0:1].O=[C;+0:2]-[Cl;+0:3],"[3, (2, 1)]","{3: 0, 1: 0, 2: -1}"
19152,CCC>>C-C-O-C-[C;+0:1].O=[C;+0:2].[Mg+]-[c;+0:3],[C;+0:2]-[C;+0:1]-[c;+0:3]>>C-C-O-C-[C;+0:1].O=[C;+0:2].[Mg+]-[c;+0:3],"[(1, 2), (1, 3)]","{2: -1, 1: 1, 3: 0}"
19153,CO>>F-C(-F)(-F)-C(=O)-O-[IH2](-O-C(=[O;+0:1])-C(-F)(-F)-F)-c1:c:c:c:c:c:1.[C;+0:2],[C;+0:2]-[O;+0:1]>>F-C(-F)(-F)-C(=O)-O-[IH2](-O-C(=[O;+0:1])-C(-F)(-F)-F)-c1:c:c:c:c:c:1.[C;+0:2],"[(2, 1)]","{2: 1, 1: -1}"
19154,COO>>C-[O;+0:1].O-[O;-1:2].[C;+0:3],[O;+0:1]-[O;+0:2]-[C;+0:3]>>C-[O;+0:1].O-[O;-1:2].[C;+0:3],"[(1, 2), (3, 2)]","{1: 0, 2: 0, 3: 1}"
19155,C[N]:N:[NH]>>[C;+0:1]-n1:n:n:c2:c:c:c:c:c:2:1.[n;+0:2]:[n;+0:3]:[n;+0:4],[C;+0:1]-[n;+0:4]:[n;+0:3]:[n;+0:2]>>[C;+0:1]-n1:n:n:c2:c:c:c:c:c:2:1.[n;+0:2]:[n;+0:3]:[n;+0:4],"[(1, 4)]","{1: 0, 4: 0, 2: 1, 3: 0}"
19156,CNC=O>>C-C(=O)-[O;+0:1]-[C;+0:2].[C;+0:3]#[N;+0:4],[C;+0:3]-[N;+0:4]-[C;+0:2]=[O;+0:1]>>C-C(=O)-[O;+0:1]-[C;+0:2].[C;+0:3]#[N;+0:4],"[(2, 4)]","{3: -2, 4: -1, 2: 2, 1: 0}"
19157,CCC>>[C;+0:1].[C;+0:2]#[C;+0:3],[C;+0:1]-[C;+0:3]-[C;+0:2]>>[C;+0:1].[C;+0:2]#[C;+0:3],"[(1, 3)]","{3: -1, 2: -2, 1: 1}"
19158,CCC>>I-[C;+0:1].[C;+0:2].[C;+0:3]-[Li],[C;+0:1]-[C;+0:2]-[C;+0:3]>>I-[C;+0:1].[C;+0:2].[C;+0:3]-[Li],"[(2, 3), (1, 2)]","{3: 0, 2: 2, 1: 0}"
19159,CO>>C-C(-C)(-C)-O-C(=O)-n1:n:c(-c2:c:c:c(-O-[C;+0:1]):c:c:2):c(-C#N):c:1-N.[O;+0:2],[C;+0:1]-[O;+0:2]>>C-C(-C)(-C)-O-C(=O)-n1:n:c(-c2:c:c:c(-O-[C;+0:1]):c:c:2):c(-C#N):c:1-N.[O;+0:2],"[(1, 2)]","{1: 0, 2: 1}"
19160,CNCCNCC[O-]>>Br-[C;+0:1].[N;+0:2]-[C;+0:3]-[C;+0:4]-[N;+0:5]-[C;+0:6]-[C;+0:7]-[O;+0:8],[C;+0:1]-[N;+0:2]-[C;+0:3]-[C;+0:4]-[N;+0:5]-[C;+0:6]-[C;+0:7]-[O;-1:8]>>Br-[C;+0:1].[N;+0:2]-[C;+0:3]-[C;+0:4]-[N;+0:5]-[C;+0:6]-[C;+0:7]-[O;+0:8],"[(1, 2)]","{2: 1, 3: 0, 6: 0, 7: 0, 8: 1, 5: 0, 4: 0, 1: 0}"
19161,C[SiH3]>>Br-[c;+0:1].I-[Si;+0:2],[c;+0:1]-[Si;+0:2]>>Br-[c;+0:1].I-[Si;+0:2],"[(1, 2)]","{1: 0, 2: 0}"
19162,CO>>O-C-C-[C;+0:1].[O;+0:2],[C;+0:1]-[O;+0:2]>>O-C-C-[C;+0:1].[O;+0:2],"[(1, 2)]","{2: 1, 1: 0}"
19163,CCC>>Cl-[C;+0:1](-Cl)-Cl.[C;+0:2]-[C;+0:3],[C;+0:2]-[C;+0:1]-[C;+0:3]>>Cl-[C;+0:1](-Cl)-Cl.[C;+0:2]-[C;+0:3],"[(1, 2), (1, 3)]","{2: 0, 1: -1, 3: 0}"
19164,[NH]:C:N:[CH]C=O>>[O;+0:1]-[C;+0:2]-[c;+0:3]:[n;+0:4]:[c;+0:5]:[n;+0:6],[O;+0:1]=[C;+0:2]-[c;+0:3]:[n;+0:4]:[c;+0:5]:[n;+0:6]>>[O;+0:1]-[C;+0:2]-[c;+0:3]:[n;+0:4]:[c;+0:5]:[n;+0:6],"[(2, 1)]","{6: -1, 5: 0, 4: 1, 3: 0, 2: 1, 1: 1}"
19165,O>>O=C(-[O;+0:1])-c1:c:c:c:c:c:1-[N+](=O)-[O-],[O;+0:1]>>O=C(-[O;+0:1])-c1:c:c:c:c:c:1-[N+](=O)-[O-],[1],{1: -1}
19166,CNC>>C-C(=O)-O-[C;+0:1].[C;+0:2]=[N;+0:3],[C;+0:2]-[N;+0:3]-[C;+0:1]>>C-C(=O)-O-[C;+0:1].[C;+0:2]=[N;+0:3],"[(1, 3)]","{2: -1, 3: 0, 1: 0}"
19167,N=CN>>C-S-[C;+0:1]=[N;+1:2].[N;+1:3],[N;+0:2]-[C;+0:1]=[N;+0:3]>>C-S-[C;+0:1]=[N;+1:2].[N;+1:3],"[(1, 3)]","{2: 0, 1: 0, 3: 3}"
19168,C>>C-C-O-[C;+0:1]-O-C-C,[C;+0:1]>>C-C-O-[C;+0:1]-O-C-C,[1],{1: -2}
19169,CCl>>C-C(-C)(-C)-O-C(=O)-N(-C1-C-C(-n2:c:n:c3:c(-[Cl;+0:1]):n:c(-Cl):n:c:3:2)-C=C-1)-C(=O)-O-C(-C)(-C)-C.C-O-c1:c:c:c(-C(-N-[c;+0:2])-c2:c:c:c(-O-C):c:c:2):c:c:1,[Cl;+0:1]-[c;+0:2]>>C-C(-C)(-C)-O-C(=O)-N(-C1-C-C(-n2:c:n:c3:c(-[Cl;+0:1]):n:c(-Cl):n:c:3:2)-C=C-1)-C(=O)-O-C(-C)(-C)-C.C-O-c1:c:c:c(-C(-N-[c;+0:2])-c2:c:c:c(-O-C):c:c:2):c:c:1,"[(2, 1)]","{1: 0, 2: 0}"
19170,CO>>O-S(=O)(=O)-O-[C;+0:1].[O;+0:2],[C;+0:1]-[O;+0:2]>>O-S(=O)(=O)-O-[C;+0:1].[O;+0:2],"[(1, 2)]","{2: 1, 1: 0}"
19171,CCl>>C-C(=O)-O-[C;+0:1].Cl-C-[Cl;+0:2],[C;+0:1]-[Cl;+0:2]>>C-C(=O)-O-[C;+0:1].Cl-C-[Cl;+0:2],"[(1, 2)]","{1: 0, 2: 0}"
19172,C1CC1>>C1-[C;+0:1]-[C;+0:2]-1.[C;+0:3],[C;+0:1]1-[C;+0:2]-[C;+0:3]-1>>C1-[C;+0:1]-[C;+0:2]-1.[C;+0:3],"[(1, 3), (2, 3)]","{1: 0, 2: 0, 3: 2}"
19173,[NH3+][O-]>>Cl-c1:c:c2:c:[n+](-[O;-1:1]):c:c:c:2:c:c:1-F.[n;+0:2],[O;-1:1]-[n;+1:2]>>Cl-c1:c:c2:c:[n+](-[O;-1:1]):c:c:c:2:c:c:1-F.[n;+0:2],"[(2, 1)]","{2: 0, 1: 0}"
19174,CC>>Br-c1:n:c(-C(-F)(-F)-F):c(-C(=O)-N-C-C(-C)(-O)-C2-C-C-2):n:c:1-[c;+0:1].Cl-c1:c:c:c(-[c;+0:2]):c:c:1,[c;+0:2]-[c;+0:1]>>Br-c1:n:c(-C(-F)(-F)-F):c(-C(=O)-N-C-C(-C)(-O)-C2-C-C-2):n:c:1-[c;+0:1].Cl-c1:c:c:c(-[c;+0:2]):c:c:1,"[(1, 2)]","{2: 0, 1: 0}"
19175,C=CO>>C-c1:c:c(-C(-C)(-C)-C):c(-O):c(-[C;+0:1](-C)(-C)-[C;+0:2]):c:1.[O;+0:3],[C;+0:2]=[C;+0:1]-[O;+0:3]>>C-c1:c:c(-C(-C)(-C)-C):c(-O):c(-[C;+0:1](-C)(-C)-[C;+0:2]):c:1.[O;+0:3],"[(1, 3)]","{3: 1, 1: -1, 2: 1}"
19176,CNCCCNC=N>>Cl-[c;+0:1].[C;+0:2]1=[N;+0:3]-[C;+0:4]-[C;+0:5]-[C;+0:6]-[N;+0:7]-1.[N;+0:8],[c;+0:1]-[N;+0:3]-[C;+0:4]-[C;+0:5]-[C;+0:6]-[N;+0:7]-[C;+0:2]=[N;+0:8]>>Cl-[c;+0:1].[C;+0:2]1=[N;+0:3]-[C;+0:4]-[C;+0:5]-[C;+0:6]-[N;+0:7]-1.[N;+0:8],"[(2, 8), (1, 3)]","{8: 2, 2: 0, 7: 0, 6: 0, 5: 0, 4: 0, 3: -1, 1: 0}"
19177,C=NO>>C-C-C-C-O-[N;+0:1]=[O;+0:2].O=[C;+0:3],[O;+0:2]-[N;+0:1]=[C;+0:3]>>C-C-C-C-O-[N;+0:1]=[O;+0:2].O=[C;+0:3],"[(3, 1)]","{3: 0, 1: 0, 2: -1}"
19178,CNCN>>C-C(=O)-[N;+0:1].C-[C;+0:2].[C;+0:3]=[N;+0:4],[C;+0:2]-[N;+0:4]-[C;+0:3]-[N;+0:1]>>C-C(=O)-[N;+0:1].C-[C;+0:2].[C;+0:3]=[N;+0:4],"[(2, 4), (3, 1)]","{4: 0, 3: 0, 1: 0, 2: 0}"
19179,CC=O>>C-C(-N-[C;+0:1]=[C;+0:2])-c1:c:c:c:c2:c:c:c:c:c:1:2.C1-C-C-[O;+0:3]-C-1,[C;+0:2]-[C;+0:1]=[O;+0:3]>>C-C(-N-[C;+0:1]=[C;+0:2])-c1:c:c:c:c2:c:c:c:c:c:1:2.C1-C-C-[O;+0:3]-C-1,"[(1, 3)]","{1: 0, 2: -1, 3: 0}"
19180,CC>>C-C-O-[C;+0:1]-C.C-S(=O)(=O)-[c;+0:2],[C;+0:1]-[c;+0:2]>>C-C-O-[C;+0:1]-C.C-S(=O)(=O)-[c;+0:2],"[(1, 2)]","{2: 0, 1: -1}"
